央视频道,#genre#
CCTV-3,http://live.hcs.cmvideo.cn:8088/wd_r2/2018/ocn/cctv3hd/2000/index.m3u8?&&encrypt=
CCTV-3,http://101.71.255.229:6610/zjhs/2/10069/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-3,http://39.135.34.150:8080/000000001000/1000000001000011218/1.m3u8?I
CCTV-3,http://cbnlive.cbchot.com/live/yt_cctv3_h_1.m3u8?123
CCTV-3,http://121.31.30.90:8085/ysten-business/live/cctv-3/1.m3u8
CCTV-3,http://ivi.bupt.edu.cn/hls/cctv3hd.m3u8
CCTV-3,http://125.210.152.18:9090/live/CCTV3HD_H265.m3u8
CCTV-4,http://39.134.134.133:8080/119.28.164.26/outlivecloud-cdn.ysp.cctv.cn/cctv/2000204803.m3u8
CCTV-4,http://live.hcs.cmvideo.cn:8088/wd_r2/cctv/cctv4hd/3000/index.m3u8?&encrypt=
CCTV-4,http://112.50.243.8/PLTV/88888888/224/3221225802/1.m3u8
CCTV-4,http://101.71.255.229:6610/zjhs/2/10090/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-4,http://39.135.34.150:8080/000000001000/1000000002000031664/1.m3u8?I
CCTV-4,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226314/1.m3u8
CCTV-4,http://cbnlive.cbchot.com/live/yt_cctv4zhongwenguoji_h_1.m3u8?123
CCTV-4,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=26&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
CCTV-4欧洲,http://live.hcs.cmvideo.cn:8088/migu/kailu/20200324/cctv4ouhd/51/index.m3u8?&encrypt=
CCTV-4欧洲,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctveurope_2/index.m3u8
CCTV-4美洲,http://live.hcs.cmvideo.cn:8088/migu/kailu/20200324/cctv4meihd/51/index.m3u8?&encrypt=
CCTV-4美洲,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctvamerica_2/index.m3u8
CCTV-5,http://39.134.134.133:8080/119.28.164.26/outlivecloud-cdn.ysp.cctv.cn/cctv/2000205103.m3u8
CCTV-5,http://live.hcs.cmvideo.cn:8088/wd_r2/cctv/cctv5hdnew/2500/index.m3u8?&encrypt=
CCTV-5,http://112.50.243.8/PLTV/88888888/224/3221226560/1.m3u8
CCTV-5,http://101.71.255.229:6610/zjhs/2/10076/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-5,http://39.135.34.150:8080/000000001000/1000000001000004794/1.m3u8?I
CCTV-5,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226257/1.m3u8
CCTV-5,http://cbnlive.cbchot.com/live/ty_cctv5_h_1.m3u8?123
CCTV-5,http://125.210.152.18:9090/live/CCTV5HD_H265.m3u8
CCTV-5+,http://39.134.134.133:8080/119.28.164.26/outlivecloud-cdn.ysp.cctv.cn/cctv/2000204503.m3u8
CCTV-5+,http://live.hcs.cmvideo.cn:8088/wd_r2/cctv/cctv5plusnew/2500/index.m3u8?&encrypt=
CCTV-5+,http://112.50.243.8/PLTV/88888888/224/3221225821/1.m3u8
CCTV-5+,http://39.135.34.150:8080/000000001000/1000000001000020505/1.m3u8?I
CCTV-5+,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226225/1.m3u8
CCTV-5+,http://cbnlive.cbchot.com/live/ty_cctv5+_h_1.m3u8?123
CCTV-5+,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=36&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
CCTV-5+,http://ivi.bupt.edu.cn/hls/cctv5phd.m3u8
CCTV-5+,http://125.210.152.18:9090/live/TYSSHD_H265.m3u8
CCTV-6,http://39.134.134.133:8080/119.28.164.26/outlivecloud-cdn.ysp.cctv.cn/cctv/2000203303.m3u8
CCTV-6,http://live.hcs.cmvideo.cn:8088/wd_r2/2018/ocn/cctv6hd/2000/index.m3u8?&encrypt=
CCTV-6,http://101.71.255.229:6610/zjhs/2/10066/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-6,http://39.135.34.150:8080/000000001000/1000000001000016466/1.m3u8?I
CCTV-6,http://cbnlive.cbchot.com/live/yt_cctv6_h_1.m3u8?123
CCTV-6,http://121.31.30.90:8085/ysten-business/live/cctv-6/1.m3u8
CCTV-6,http://ivi.bupt.edu.cn/hls/cctv6hd.m3u8
CCTV-6,http://125.210.152.18:9090/live/CCTV6HD_H265.m3u8
CCTV-7,http://39.134.134.133:8080/119.28.164.26/outlivecloud-cdn.ysp.cctv.cn/cctv/2000510003.m3u8
CCTV-7,http://live.hcs.cmvideo.cn:8088/migu/kailu/20200324/cctv7hd/51/index.m3u8?&encrypt=
CCTV-7,http://112.50.243.8/PLTV/88888888/224/3221225805/1.m3u8
CCTV-7,http://101.71.255.229:6610/zjhs/2/10091/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-7,http://39.135.34.150:8080/000000001000/7050628689018054317/1.m3u8?I
CCTV-7,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226234/1.m3u8
CCTV-7,http://cbnlive.cbchot.com/live/yt_cctv7_h_1.m3u8?123
CCTV-7,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=28&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
CCTV-7,http://125.210.152.18:9090/live/CCTV7HD_H265.m3u8
CCTV-8,http://39.134.134.133:8080/119.28.164.26/outlivecloud-cdn.ysp.cctv.cn/cctv/2000203903.m3u8
CCTV-8,http://live.hcs.cmvideo.cn:8088/wd_r2/2018/ocn/cctv8hd/2000/index.m3u8?&encrypt=
CCTV-8,http://101.71.255.229:6610/zjhs/2/10062/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-8,http://39.135.34.150:8080/000000001000/1000000001000003736/1.m3u8?I
CCTV-8,http://cbnlive.cbchot.com/live/ty_cctv8_h_1.m3u8?123
CCTV-8,http://121.31.30.90:8085/ysten-business/live/cctv-8/1.m3u8
CCTV-8,http://ivi.bupt.edu.cn/hls/cctv8hd.m3u8
CCTV-8,http://125.210.152.18:9090/live/CCTV8HD_H265.m3u8
CCTV-9,http://39.134.134.133:8080/119.28.164.26/outlivecloud-cdn.ysp.cctv.cn/cctv/2000499403.m3u8
CCTV-9,http://live.hcs.cmvideo.cn:8088/migu/kailu/20200324/cctv9hd/51/index.m3u8?&encrypt=
CCTV-9,http://112.50.243.8/PLTV/88888888/224/3221225820/1.m3u8
CCTV-9,http://101.71.255.229:6610/zjhs/2/10092/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-9,http://39.135.34.150:8080/000000001000/1000000001000014583/1.m3u8?I
CCTV-9,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226236/1.m3u8
CCTV-9,http://cbnlive.cbchot.com/live/yt_cctv9_h_1.m3u8?123
CCTV-9,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=33&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
CCTV-9,http://125.210.152.18:9090/live/CCTVJLHD_H265.m3u8
CCTV-10,http://39.134.134.133:8080/119.28.164.26/outlivecloud-cdn.ysp.cctv.cn/cctv/2000203503.m3u8
CCTV-10,http://live.hcs.cmvideo.cn:8088/wd_r2/2018/ocn/cctv10hd/2000/index.m3u8?&encrypt=
CCTV-10,http://112.50.243.8/PLTV/88888888/224/3221225814/1.m3u8
CCTV-10,http://101.71.255.229:6610/zjhs/2/10084/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-10,http://39.135.34.150:8080/000000001000/7019587760656900133/1.m3u8?I
CCTV-10,http://cbnlive.cbchot.com/live/yt_cctv10_h_1.m3u8?123
CCTV-10,http://121.31.30.90:8085/ysten-business/live/cctv-10/1.m3u8
CCTV-10,http://125.210.152.18:9090/live/CCTV10HD_H265.m3u8
CCTV-11,http://39.134.134.133:8080/119.28.164.26/outlivecloud-cdn.ysp.cctv.cn/cctv/2000204103.m3u8
CCTV-11,http://live.hcs.cmvideo.cn:8088/migu/kailu/cctv11hd/51/20200103/index.m3u8?&encrypt=
CCTV-11,http://112.50.243.8/PLTV/88888888/224/3221225815/1.m3u8
CCTV-11,http://101.71.255.229:6610/zjhs/2/10085/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-11,http://39.135.34.150:8080/000000001000/1000000002000019789/1.m3u8?I
CCTV-11,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226227/1.m3u8
CCTV-11,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=53&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
CCTV-12,http://39.134.134.133:8080/119.28.164.26/outlivecloud-cdn.ysp.cctv.cn/cctv/2000202603.m3u8
CCTV-12,http://live.hcs.cmvideo.cn:8088/migu/kailu/20200324/cctv12hd/51/index.m3u8?&encrypt=
CCTV-12,http://112.50.243.8/PLTV/88888888/224/3221225816/1.m3u8
CCTV-12,http://101.71.255.229:6610/zjhs/2/10086/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-12,http://39.135.34.150:8080/000000001000/5325631075193490169/1.m3u8?I
CCTV-12,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226228/1.m3u8
CCTV-12,http://cbnlive.cbchot.com/live/yt_cctv12_h_1.m3u8?123
CCTV-12,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=34&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
CCTV-12,http://121.31.30.90:8085/ysten-business/live/cctv-12/1.m3u8
CCTV-12,http://125.210.152.18:9090/live/CCTV12HD_H265.m3u8
CCTV-13,http://39.134.134.133:8080/119.28.164.26/outlivecloud-cdn.ysp.cctv.cn/cctv/2000204603.m3u8
CCTV-13,http://live.hcs.cmvideo.cn:8088/envivo_x/2018/SD/cctv13/1000/index.m3u8?&encrypt=
CCTV-13,http://112.50.243.8/PLTV/88888888/224/3221225817/1.m3u8
CCTV-13,http://101.71.255.229:6610/zjhs/2/10077/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-13,http://39.135.34.150:8080/000000001000/1000000002000021303/1.m3u8?I
CCTV-13,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226316/1.m3u8
CCTV-13,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=64&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
CCTV-13,http://121.31.30.90:8085/ysten-business/live/cctv-13/1.m3u8
CCTV-14,http://39.134.134.133:8080/119.28.164.26/outlivecloud-cdn.ysp.cctv.cn/cctv/2000204403.m3u8
CCTV-14,http://live.hcs.cmvideo.cn:8088/wd_r2/2018/ocn/cctv14hd/2000/index.m3u8?&encrypt=
CCTV-14,http://112.50.243.8/PLTV/88888888/224/3221225819/1.m3u8
CCTV-14,http://101.71.255.229:6610/zjhs/2/10087/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-14,http://39.135.34.150:8080/000000001000/8203666801302077036/1.m3u8?I
CCTV-14,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226229/1.m3u8
CCTV-14,http://cbnlive.cbchot.com/live/yt_cctv14_h_1.m3u8?123
CCTV-14,http://125.210.152.18:9090/live/CCTV14HD_H265.m3u8
CCTV-15,http://39.134.134.133:8080/119.28.164.26/outlivecloud-cdn.ysp.cctv.cn/cctv/2000205003.m3u8
CCTV-15,http://live.hcs.cmvideo.cn:8088/migu/kailu/20200324/cctv15hd/51/index.m3u8?&&encrypt=
CCTV-15,http://112.50.243.8/PLTV/88888888/224/3221225818/1.m3u8
CCTV-15,http://101.71.255.229:6610/zjhs/2/10088/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-15,http://39.135.34.150:8080/000000001000/1000000002000008163/1.m3u8?I
CCTV-15,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226317/1.m3u8
CCTV-15,http://121.31.30.90:8085/ysten-business/live/cctv-15/1.m3u8
CCTV-17,http://39.134.134.133:8080/119.28.164.26/outlivecloud-cdn.ysp.cctv.cn/cctv/2000204203.m3u8
CCTV-17,http://live.hcs.cmvideo.cn:8088/migu/kailu/20200324/cctv17hd/51/index.m3u8?&encrypt=
CCTV-17,http://112.50.243.8/PLTV/88888888/224/3221226986/1.m3u8
CCTV-17,http://39.135.34.140:8080/000000001000/1000000005000056836/1.m3u8?I
CCTV-17,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8
CCTV-4K,http://39.134.134.133:8080/119.28.164.26/outlivecloud-cdn.ysp.cctv.cn/cctv/2000266303.m3u8
CCTV-电视指南,http://101.71.255.229:6610/zjhs/2/10007/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-风云足球,http://live.hcs.cmvideo.cn:8088/ws_v/2018/fyzq/fyzq711/1000/index.m3u8?&encrypt=
CCTV-风云足球,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000052
CCTV-风云音乐,http://live.hcs.cmvideo.cn:8088/ws_v/2018/fyyy/fyyy711/1000/index.m3u8?&encrypt=
CCTV-风云音乐,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000090.m3u8
CCTV-风云音乐,http://125.210.152.18:9090/live/FYYY.m3u8
CCTV-风云剧场,http://live.hcs.cmvideo.cn:8088/ws_v/2018/fyjc/fyjc711/1000/index.m3u8?&encrypt=
CCTV-风云剧场,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000094.m3u8
CCTV-风云剧场,http://125.210.152.18:9090/live/FYJC.m3u8
CCTV-高尔夫网球,http://live.hcs.cmvideo.cn:8088/ws_v/2018/gefwq/gefwq711/1000/index.m3u8?&encrypt=
CCTV-高尔夫网球,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000088.m3u8
CCTV-高尔夫网球,http://125.210.152.18:9090/live/GEF.m3u8
CCTV-央视台球,http://live.hcs.cmvideo.cn:8088/ws_v/2018/ystq/ystq711/1000/index.m3u8?&encrypt=
CCTV-世界地理,http://live.hcs.cmvideo.cn:8088/ws_v/2018/sjdl/sjdl711/1000/index.m3u8?&encrypt=
CCTV-世界地理,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000092.m3u8
CCTV-世界地理,http://125.210.152.18:9090/live/SJDL.m3u8
CCTV-兵器科技,http://live.hcs.cmvideo.cn:8088/ws_v/2018/gfjs/gfjs711/1000/index.m3u8?&encrypt=
CCTV-兵器科技,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000093.m3u8
CCTV-兵器科技,http://125.210.152.18:9090/live/GFJS.m3u8
CCTV-怀旧剧场,http://live.hcs.cmvideo.cn:8088/ws_v/2018/hjjc/hjjc711/1000/index.m3u8?&encrypt=
CCTV-怀旧剧场,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000089.m3u8
CCTV-怀旧剧场,http://125.210.152.18:9090/live/HJJC.m3u8
CCTV-女性时尚,http://live.hcs.cmvideo.cn:8088/ws_v/2018/nxss/nxss711/1000/index.m3u8?&encrypt=
CCTV-女性时尚,http://125.210.152.18:9090/live/NXSS.m3u8
CCTV-女性时尚,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000091
CCTV-发现之旅,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000120.m3u8
CCTV-发现之旅,http://125.210.152.18:9090/live/FXZL.m3u8
CCTV-第一剧场,http://live.hcs.cmvideo.cn:8088/ws_v/2018/dyjc/dyjc711/1000/index.m3u8?&encrypt=
CCTV-第一剧场,http://125.210.152.18:9090/live/DYJC.m3u8
CCTV-第一剧场,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000049
CCTV-老故事,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000119.m3u8
CCTV-央视文化精品,http://live.hcs.cmvideo.cn:8088/ws_v/2018/ysjp/ysjp711/1000/index.m3u8?&encrypt=
CCTV-央视文化精品,http://125.210.152.18:9090/live/YSWHJP.m3u8
CCTV-卫生健康,http://125.210.152.18:9090/live/WSJK.m3u8
CCTV-新科动漫,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000083.m3u8
CCTV-新科动漫,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000094
CCTV-娱乐,http://61.58.60.230:9319/live/224.m3u8
CCTV-戏曲,http://61.58.60.230:9319/live/223.m3u8s
CCTV-中学生,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000093
CNC-中文,http://livecdn1.news.cn/cnccn/manifest.m3u8
港澳频道,#genre#
凤凰中文台,http://live.centerch.com/fhzw.m3u8
凤凰中文台,http://112.50.243.8/PLTV/88888888/224/3221225900/1.m3u8
凤凰中文台,http://qlive.fengshows.cn/live720p/PCC.flv
凤凰中文台,p2p://lino.homeunix.com:6007/59fd0c6c0006fd67024502e414f10ff3
凤凰中文台,vjms://23.237.33.155:8500:3502/live/cid=400
凤凰咨询台,http://live.centerch.com/fhzx.m3u8
凤凰咨询台,http://112.50.243.8/PLTV/88888888/224/3221225901/1.m3u8
凤凰咨询台,http://qlive.fengshows.cn/live720p/PIN.flv
凤凰咨询台,p2p://lino.homeunix.com:6007/59fd0c48000e15630244781932ff7852
凤凰咨询台,vjms://23.237.33.155:8500:3502/live/cid=401
凤凰香港台,http://qlive.fengshows.cn/live720p/PHK.flv
凤凰香港台,http://qlive.fengshows.cn/live720p/PHK.m3u8?txSecret=c6549e31264bab38de30fb2b5a0dc43b&txTime=5e6f5d57
凤凰香港台,p2p://lino.homeunix.com:6007/59fd0c19000767ad0243becb40b07246
凤凰香港台,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226120/1.m3u8
凤凰电影台,http://bbdd.228888888.xyz:8081/hls/ch110.m3u8
凤凰电影台,rtmp://ivi.bupt.edu.cn:1935/livetv/fhdy
凤凰电影台,https://116.77.72.195/streams/d/fhdy/playlist.m3u8
凤凰电影台,rtmp://58.200.131.2:1935/livetv/fhdy
凤凰欧洲台,msc://CPhoenixUK
TVB 直播台,msc://CTVBL5
TVB 翡翠台,http://bbdd.228888888.xyz:8081/hls/ch101.m3u8
TVB 翡翠台,p2p://lino.homeunix.com:6007/5ad32c0d0000bbd049ef0eab717740e2
TVB 翡翠台,p8p://0198.02686.cc:16871/5d1a69fb000eb19011bef55c89140144.ts
TVB 翡翠台,vjms://23.237.33.155:8500:3502/live/cid=362
TVB 翡翠台,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=188&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
TVB 无线翡翠台,msc://CJHK5
TVB 翡翠台英欧台,msc://CJUK5
TVB 翡翠台加美西,msc://CJCA5W
TVB 翡翠台加美东,msc://CJCA5E
TVB J2,http://bbdd.228888888.xyz:8081/hls/ch102.m3u8
TVB J2,p2p://lino.homeunix.com:6007/59fd25e80008aaec02a88fc1476f2edf
TVB J2,p2p://lino.homeunix.com:6007/5ad32b7d000cca4049ecdf4812f47470
TVB J2,p8p://0198.02686.cc:16871/5d1a6990000c457811bd52c53e48f6b9.ts
TVB J2,vjms://23.237.33.155:8500:3502/live/cid=363
TVB 明珠台,http://bbdd.228888888.xyz:8081/hls/ch104.m3u8
TVB 明珠台,p2p://lino.homeunix.com:6007/59fd0d0a0009323a02476cb020fe16f9
TVB 明珠台,p2p://lino.homeunix.com:6007/5ad32b590006aefa49ec511272c5262e
TVB 明珠台,p8p://0198.02686.cc:16871/5d1a69de0005348e11be81a666c79a56.ts
TVB 明珠台,vjms://23.237.33.155:8500:3502/live/cid=367
TVB 明珠台,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=12&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
TVB 无线新闻台,http://bbdd.228888888.xyz:8081/hls/ch201.m3u8
TVB 无线新闻台,msc://CIN5
